parent_tree,parent_text,parent_type,left_tree,left_text,left_type,right_tree,right_text,right_type,cc_tree,cc_text,base_text,parent_funnel,left_funnel,right_funnel,same_type,same_funnel,clausal_coord,corrective,anchored,left_sent,base_sent,right_sent,cosine,left_vad,left_valence,left_arousal,left_dominance,right_vad,right_valence,right_arousal,right_dominance,vad_cosine,vad_distance
(NP (DT the) (NNS investors) (CC and) (NNS managers)),the investors and managers,NP,(NNS (NNS investors)),investors,NNS,(NNS (NNS managers)),managers,NNS,(CC and),and,the operating capital of course came from investors in the east and there has now been written an official history of the mine which is long on the accomplishments of the investors and managers but short on the lives of the men who mined the ore,N,N,N,True,True,False,False,False,0.9832990765571594,-0.9630308151245117,0.9919368028640747,0.4021202325820923,[nan nan nan],,,,[nan nan nan],,,,,
"(ADJP
  (ADJP
    (JJ long)
    (PP
      (IN on)
      (NP
        (NP (DT the) (NNS accomplishments))
        (PP
          (IN of)
          (NP (DT the) (NNS investors) (CC and) (NNS managers))))))
  (CC but)
  (ADJP
    (JJ short)
    (PP
      (IN on)
      (NP
        (NP (DT the) (NNS lives))
        (PP
          (IN of)
          (NP
            (NP (DT the) (NNS men))
            (SBAR
              (WHNP (WP who))
              (S (VP (VBD mined) (NP (DT the) (NN ore)))))))))))",long on the accomplishments of the investors and managers but short on the lives of the men who mined the ore,ADJP,"(ADJP
  (ADJP
    (JJ long)
    (PP
      (IN on)
      (NP
        (NP (DT the) (NNS accomplishments))
        (PP
          (IN of)
          (NP (DT the) (NNS investors) (CC and) (NNS managers)))))))",long on the accomplishments of the investors and managers,ADJP,"(ADJP
  (ADJP
    (JJ short)
    (PP
      (IN on)
      (NP
        (NP (DT the) (NNS lives))
        (PP
          (IN of)
          (NP
            (NP (DT the) (NNS men))
            (SBAR
              (WHNP (WP who))
              (S (VP (VBD mined) (NP (DT the) (NN ore)))))))))))",short on the lives of the men who mined the ore,ADJP,(CC but),but,the operating capital of course came from investors in the east and there has now been written an official history of the mine which is long on the accomplishments of the investors and managers but short on the lives of the men who mined the ore,J,J,J,True,True,False,False,False,0.9963294863700867,-0.9630308151245117,-0.9994848966598511,,[0.541 0.353 0.543],0.541,0.353,0.543,[0.342  0.2985 0.2965],0.34199999999999997,0.2985,0.2965,0.9865377036260005,0.32145528460425105
"(VP
  (VP (VBN risen) (PP (IN in) (NP (JJ dark))))
  (CC and)
  (VP
    (VBD worked)
    (PP
      (IN through)
      (NP (NP (DT the) (NN brightness)) (PP (IN of) (NP (NN day)))))
    (PP (IN to) (NP (DT the) (NN night)))
    (ADVP (RB again))))",risen in dark and worked through the brightness of day to the night again,VP,(VP (VP (VBN risen) (PP (IN in) (NP (JJ dark))))),risen in dark,VP,"(VP
  (VP
    (VBD worked)
    (PP
      (IN through)
      (NP (NP (DT the) (NN brightness)) (PP (IN of) (NP (NN day)))))
    (PP (IN to) (NP (DT the) (NN night)))
    (ADVP (RB again))))",worked through the brightness of day to the night again,VP,(CC and),and,as a farmer he had risen in dark and worked through the brightness of day to the night again but now darkness claimed him the day round,V,V,V,True,True,False,False,False,0.9926519989967346,0.8866641521453857,0.9857509136199951,,[0.198 0.398 0.426],0.198,0.398,0.426,[0.75166667 0.42933333 0.48433333],0.7516666666666666,0.42933333333333334,0.4843333333333333,0.8613227993524041,0.5576121710771145
"(S
  (S
    (PP (IN as) (NP (DT a) (NN farmer)))
    (NP (PRP he))
    (VP
      (VBD had)
      (VP
        (VP (VBN risen) (PP (IN in) (NP (JJ dark))))
        (CC and)
        (VP
          (VBD worked)
          (PP
            (IN through)
            (NP
              (NP (DT the) (NN brightness))
              (PP (IN of) (NP (NN day)))))
          (PP (IN to) (NP (DT the) (NN night)))
          (ADVP (RB again))))))
  (CC but)
  (S
    (ADVP (RB now))
    (NP (NN darkness))
    (VP
      (VBD claimed)
      (NP (PRP him))
      (NP (NP (DT the) (NN day)) (ADVP (RB round))))))",as a farmer he had risen in dark and worked through the brightness of day to the night again but now darkness claimed him the day round,S,"(S
  (S
    (PP (IN as) (NP (DT a) (NN farmer)))
    (NP (PRP he))
    (VP
      (VBD had)
      (VP
        (VP (VBN risen) (PP (IN in) (NP (JJ dark))))
        (CC and)
        (VP
          (VBD worked)
          (PP
            (IN through)
            (NP
              (NP (DT the) (NN brightness))
              (PP (IN of) (NP (NN day)))))
          (PP (IN to) (NP (DT the) (NN night)))
          (ADVP (RB again)))))))",as a farmer he had risen in dark and worked through the brightness of day to the night again,S,"(S
  (S
    (ADVP (RB now))
    (NP (NN darkness))
    (VP
      (VBD claimed)
      (NP (PRP him))
      (NP (NP (DT the) (NN day)) (ADVP (RB round))))))",now darkness claimed him the day round,S,(CC but),but,as a farmer he had risen in dark and worked through the brightness of day to the night again but now darkness claimed him the day round,S,S,S,True,True,True,False,False,0.9982445240020752,0.8866641521453857,0.5193252563476562,,[0.626  0.4236 0.4686],0.626,0.4236,0.4686,[0.45766667 0.435      0.37266667],0.45766666666666667,0.435,0.37266666666666665,0.9898086117584337,0.19408574279311597
"(S
  (S
    (NP (DT the) (NNS finns))
    (ADVP (RB soon))
    (VP
      (VBD adopted)
      (NP (DT these))
      (PP (IN with) (NP (PRP$ their) (JJ new) (NN work)))))
  (CC and)
  (S
    (PP
      (IN for)
      (NP (QP (CD twenty) (CC and) (JJR more)) (NNS years)))
    (NP (PRP$ my) (NN grandfather))
    (VP
      (VBD left)
      (NP (DT each) (NN morning))
      (PP (IN with) (NP (PRP$ his) (JJ hot) (NN lunch) (NN pail)))
      (PP
        (IN for)
        (NP
          (NP (DT the) (NN climb))
          (PP (IN up) (NP (DT the) (NN hill)))
          (PP (IN to) (NP (DT the) (NN quincy) (NN mine)))
          (PP
            (IN to)
            (NP
              (NP (DT the) (JJ daily) (NN descent))
              (PP (IN into) (NP (DT the) (NN pit))))))))))",the finns soon adopted these with their new work and for twenty and more years my grandfather left each morning with his hot lunch pail for the climb up the hill to the quincy mine to the daily descent into the pit,S,"(S
  (S
    (NP (DT the) (NNS finns))
    (ADVP (RB soon))
    (VP
      (VBD adopted)
      (NP (DT these))
      (PP (IN with) (NP (PRP$ their) (JJ new) (NN work))))))",the finns soon adopted these with their new work,S,"(S
  (S
    (PP
      (IN for)
      (NP (QP (CD twenty) (CC and) (JJR more)) (NNS years)))
    (NP (PRP$ my) (NN grandfather))
    (VP
      (VBD left)
      (NP (DT each) (NN morning))
      (PP (IN with) (NP (PRP$ his) (JJ hot) (NN lunch) (NN pail)))
      (PP
        (IN for)
        (NP
          (NP (DT the) (NN climb))
          (PP (IN up) (NP (DT the) (NN hill)))
          (PP (IN to) (NP (DT the) (NN quincy) (NN mine)))
          (PP
            (IN to)
            (NP
              (NP (DT the) (JJ daily) (NN descent))
              (PP (IN into) (NP (DT the) (NN pit))))))))))",for twenty and more years my grandfather left each morning with his hot lunch pail for the climb up the hill to the quincy mine to the daily descent into the pit,S,(CC and),and,the finns soon adopted these with their new work and for twenty and more years my grandfather left each morning with his hot lunch pail for the climb up the hill to the quincy mine to the daily descent into the pit,S,S,S,True,True,True,False,False,0.9981062412261963,0.999774158000946,0.9985241293907166,,[0.818 0.543 0.666],0.8180000000000001,0.5429999999999999,0.6659999999999999,[0.58135714 0.38635714 0.4355    ],0.5813571428571429,0.3863571428571429,0.43549999999999994,0.9992692762705436,0.3656050827472345
(QP (CD twenty) (CC and) (JJR more)),twenty and more,QP,(CD (CD twenty)),twenty,CD,(JJR (JJR more)),more,JJR,(CC and),and,the finns soon adopted these with their new work and for twenty and more years my grandfather left each morning with his hot lunch pail for the climb up the hill to the quincy mine to the daily descent into the pit,X,X,J,False,False,False,False,False,0.8477383255958557,0.999774158000946,0.9926474094390869,0.24579986929893494,[0.52  0.292 0.286],0.52,0.292,0.286,[nan nan nan],,,,,
(VP (VP (VBG swinging) (NP (DT a) (NN pick))) (CC or) (VB sledge)),swinging a pick or sledge,VP,(VP (VP (VBG swinging) (NP (DT a) (NN pick)))),swinging a pick,VP,(VB (VB sledge)),sledge,VB,(CC or),or,sometimes a man would come home with his arm hanging limp his shoulder dislocated from swinging a pick or sledge a capable wife would put her man on the kitchen floor and with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,V,V,V,False,True,False,False,False,0.9921171069145203,0.7805205583572388,-0.9994057416915894,,[0.578  0.487  0.4185],0.5780000000000001,0.487,0.4185,[0.646 0.5   0.361],0.646,0.5,0.361,0.9953027330464903,0.08999583323687821
"(VP
  (VP
    (VB put)
    (NP (PRP$ her) (NN man))
    (PP (IN on) (NP (DT the) (NN kitchen) (NN floor))))
  (CC and)
  (VP
    (PP
      (IN with)
      (S
        (NP (CD one) (NN foot))
        (VP
          (VBN braced)
          (NP (DT each))
          (PP
            (IN against)
            (NP
              (PRP$ his)
              (NML (NML (NN neck)) (CC and) (NML (NN armpit)))
              (NN pull))))))
    (CC and)
    (VP
      (VB ease)
      (NP (DT the) (NN shoulder) (NN joint))
      (ADVP (RB back) (PP (IN into) (NP (NN place)))))))",put her man on the kitchen floor and with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,VP,"(VP
  (VP
    (VB put)
    (NP (PRP$ her) (NN man))
    (PP (IN on) (NP (DT the) (NN kitchen) (NN floor)))))",put her man on the kitchen floor,VP,"(VP
  (VP
    (PP
      (IN with)
      (S
        (NP (CD one) (NN foot))
        (VP
          (VBN braced)
          (NP (DT each))
          (PP
            (IN against)
            (NP
              (PRP$ his)
              (NML (NML (NN neck)) (CC and) (NML (NN armpit)))
              (NN pull))))))
    (CC and)
    (VP
      (VB ease)
      (NP (DT the) (NN shoulder) (NN joint))
      (ADVP (RB back) (PP (IN into) (NP (NN place)))))))",with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,VP,(CC and),and,sometimes a man would come home with his arm hanging limp his shoulder dislocated from swinging a pick or sledge a capable wife would put her man on the kitchen floor and with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,V,V,V,True,True,False,False,False,-0.5824244618415833,0.7805205583572388,0.9987093210220337,,[0.55       0.28733333 0.386     ],0.5499999999999999,0.28733333333333333,0.38599999999999995,[0.529  0.3628 0.3889],0.5290000000000001,0.3628,0.38889999999999997,0.9947369830277512,0.07838767618559547
(NML (NML (NN neck)) (CC and) (NML (NN armpit))),neck and armpit,NML,(NML (NML (NN neck))),neck,NML,(NML (NML (NN armpit))),armpit,NML,(CC and),and,sometimes a man would come home with his arm hanging limp his shoulder dislocated from swinging a pick or sledge a capable wife would put her man on the kitchen floor and with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,X,X,X,True,True,False,False,False,0.8389277458190918,0.7805205583572388,-0.9996755123138428,0.4702317714691162,[0.541 0.245 0.345],0.541,0.245,0.345,[0.283 0.439 0.25 ],0.283,0.439,0.25,0.8722557756741933,0.3364892271678248
"(VP
  (PP
    (IN with)
    (S
      (NP (CD one) (NN foot))
      (VP
        (VBN braced)
        (NP (DT each))
        (PP
          (IN against)
          (NP
            (PRP$ his)
            (NML (NML (NN neck)) (CC and) (NML (NN armpit)))
            (NN pull))))))
  (CC and)
  (VP
    (VB ease)
    (NP (DT the) (NN shoulder) (NN joint))
    (ADVP (RB back) (PP (IN into) (NP (NN place))))))",with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,VP,"(PP
  (PP
    (IN with)
    (S
      (NP (CD one) (NN foot))
      (VP
        (VBN braced)
        (NP (DT each))
        (PP
          (IN against)
          (NP
            (PRP$ his)
            (NML (NML (NN neck)) (CC and) (NML (NN armpit)))
            (NN pull)))))))",with one foot braced each against his neck and armpit pull,PP,"(VP
  (VP
    (VB ease)
    (NP (DT the) (NN shoulder) (NN joint))
    (ADVP (RB back) (PP (IN into) (NP (NN place))))))",ease the shoulder joint back into place,VP,(CC and),and,sometimes a man would come home with his arm hanging limp his shoulder dislocated from swinging a pick or sledge a capable wife would put her man on the kitchen floor and with one foot braced each against his neck and armpit pull and ease the shoulder joint back into place,V,P,V,False,False,False,False,False,-0.9962693452835083,0.7805205583572388,0.9987964630126953,,[0.4612 0.3902 0.3384],0.4612,0.3902,0.3383999999999999,[0.5968 0.3354 0.4394],0.5968,0.33540000000000003,0.4394,0.9849601948059242,0.1777396973104208
"(S
  (S
    (NP (NNS shafts))
    (VP (MD would) (ADVP (RB sometimes)) (VP (VB collapse))))
  (CC and)
  (S
    (NP (DT the) (VBG falling) (NN rock))
    (VP
      (MD would)
      (VP
        (VB shoot)
        (NP (DT the) (JJ compressed) (NN air))
        (PP
          (IN out)
          (NP
            (NP (DT the) (NN opening))
            (PP (IN of) (NP (DT the) (NN mine) (NN shaft)))))
        (PP
          (IN in)
          (NP
            (NP (DT a) (JJ great) (NN air) (NN blast))
            (VP
              (VBN heard)
              (PP
                (IN in)
                (NP (NP (DT the) (NNS homes)) (ADVP (IN below)))))))))))",shafts would sometimes collapse and the falling rock would shoot the compressed air out the opening of the mine shaft in a great air blast heard in the homes below,S,"(S
  (S
    (NP (NNS shafts))
    (VP (MD would) (ADVP (RB sometimes)) (VP (VB collapse)))))",shafts would sometimes collapse,S,"(S
  (S
    (NP (DT the) (VBG falling) (NN rock))
    (VP
      (MD would)
      (VP
        (VB shoot)
        (NP (DT the) (JJ compressed) (NN air))
        (PP
          (IN out)
          (NP
            (NP (DT the) (NN opening))
            (PP (IN of) (NP (DT the) (NN mine) (NN shaft)))))
        (PP
          (IN in)
          (NP
            (NP (DT a) (JJ great) (NN air) (NN blast))
            (VP
              (VBN heard)
              (PP
                (IN in)
                (NP (NP (DT the) (NNS homes)) (ADVP (IN below)))))))))))",the falling rock would shoot the compressed air out the opening of the mine shaft in a great air blast heard in the homes below,S,(CC and),and,shafts would sometimes collapse and the falling rock would shoot the compressed air out the opening of the mine shaft in a great air blast heard in the homes below,S,S,S,True,True,True,False,False,-0.9989607334136963,-0.988231360912323,-0.9990585446357727,,[0.3505 0.5505 0.3845],0.3505,0.5505,0.3845,[0.51483333 0.48408333 0.5345    ],0.5148333333333334,0.4840833333333334,0.5345000000000001,0.9721512106762291,0.23219952208296119
(ADVP (RBR more) (RB slowly) (CC and) (RB insidiously)),more slowly and insidiously,ADVP,(RBR (RBR more) (RB slowly)),more slowly,RBR,(RB (RB insidiously)),insidiously,RB,(CC and),and,other dangers came more slowly and insidiously,R,R,R,False,True,False,False,False,-0.9414405226707458,-0.9919901490211487,-0.9989795088768005,,[0.427 0.185 0.295],0.427,0.185,0.295,[nan nan nan],,,,,
"(VP
  (VP
    (VBD used)
    (NP
      (NP (DT a) (NN telephone))
      (VP (VBD sent) (NP (DT a) (NN telegram)))))
  (CC or)
  (VP (VBD owned) (NP (DT a) (NN radio))))",used a telephone sent a telegram or owned a radio,VP,"(VP
  (VP
    (VBD used)
    (NP
      (NP (DT a) (NN telephone))
      (VP (VBD sent) (NP (DT a) (NN telegram))))))",used a telephone sent a telegram,VP,(VP (VP (VBD owned) (NP (DT a) (NN radio)))),owned a radio,VP,(CC or),or,in his entire life he never drove an automobile used a telephone sent a telegram or owned a radio,V,V,V,True,True,False,False,False,-0.995097815990448,-0.937554121017456,0.8753869533538818,,[0.53633333 0.456      0.42066667],0.5363333333333333,0.456,0.4206666666666667,[0.573 0.402 0.358],0.573,0.402,0.358,0.9945417895298893,0.09048511234206187
(ADVP (RB back) (CC and) (RB forth)),back and forth,ADVP,(RB (RB back)),back,RB,(RB (RB forth)),forth,RB,(CC and),and,the talk during those summer visits surged back and forth between the two languages as my mother and my aunts deferred in turn to their parents and to the children and husbands who spoke no finn,R,R,R,True,True,False,False,False,0.9549493193626404,0.8398340940475464,0.9980689883232117,0.43975961208343506,[0.438 0.353 0.336],0.438,0.353,0.336,[nan nan nan],,,,,
(NP (NP (PRP$ my) (NN mother)) (CC and) (NP (PRP$ my) (NNS aunts))),my mother and my aunts,NP,(NP (NP (PRP$ my) (NN mother))),my mother,NP,(NP (NP (PRP$ my) (NNS aunts))),my aunts,NP,(CC and),and,the talk during those summer visits surged back and forth between the two languages as my mother and my aunts deferred in turn to their parents and to the children and husbands who spoke no finn,N,N,N,True,True,False,False,False,0.9555966854095459,0.8398340940475464,0.9946423768997192,,[0.931 0.408 0.725],0.931,0.408,0.725,[nan nan nan],,,,,
"(PP
  (PP (IN to) (NP (PRP$ their) (NNS parents)))
  (CC and)
  (PP
    (IN to)
    (NP
      (NP (DT the) (NNS children) (CC and) (NNS husbands))
      (SBAR
        (WHNP (WP who))
        (S (VP (VBD spoke) (NP (DT no) (NN finn))))))))",to their parents and to the children and husbands who spoke no finn,PP,(PP (PP (IN to) (NP (PRP$ their) (NNS parents)))),to their parents,PP,"(PP
  (PP
    (IN to)
    (NP
      (NP (DT the) (NNS children) (CC and) (NNS husbands))
      (SBAR
        (WHNP (WP who))
        (S (VP (VBD spoke) (NP (DT no) (NN finn))))))))",to the children and husbands who spoke no finn,PP,(CC and),and,the talk during those summer visits surged back and forth between the two languages as my mother and my aunts deferred in turn to their parents and to the children and husbands who spoke no finn,P,P,P,True,True,False,False,False,0.9961627721786499,0.8398340940475464,-0.9813629388809204,,[nan nan nan],,,,[0.746  0.4855 0.459 ],0.746,0.48550000000000004,0.45899999999999996,,
(NP (DT the) (NNS children) (CC and) (NNS husbands)),the children and husbands,NP,(NNS (NNS children)),children,NNS,(NNS (NNS husbands)),husbands,NNS,(CC and),and,the talk during those summer visits surged back and forth between the two languages as my mother and my aunts deferred in turn to their parents and to the children and husbands who spoke no finn,N,N,N,True,True,False,False,False,0.9817898869514465,0.8398340940475464,0.9913957715034485,0.462202787399292,[0.857 0.538 0.435],0.857,0.538,0.435,[nan nan nan],,,,,
(ADJP (JJ voluble) (CC and) (JJ merry)),voluble and merry,ADJP,(JJ (JJ voluble)),voluble,JJ,(JJ (JJ merry)),merry,JJ,(CC and),and,my grandmother was voluble and merry but my grandfather would sit at one end of the table usually silent unless spoken to while the conversation flowed mainly among the women in both languages,J,J,J,True,True,False,False,False,0.9305673837661743,-0.7471891641616821,0.9833402037620544,0.1958652138710022,[nan nan nan],,,,[0.979 0.731 0.764],0.979,0.731,0.764,,
"(S
  (S
    (NP (PRP$ my) (NN grandmother))
    (VP (VBD was) (ADJP (JJ voluble) (CC and) (JJ merry))))
  (CC but)
  (S
    (NP (PRP$ my) (NN grandfather))
    (VP
      (MD would)
      (VP
        (VB sit)
        (PP
          (IN at)
          (NP
            (NP (CD one) (NN end))
            (PP (IN of) (NP (DT the) (NN table)))))
        (ADJP (RB usually) (JJ silent))
        (SBAR
          (IN unless)
          (S
            (VP
              (VBN spoken)
              (PP (IN to))
              (SBAR
                (IN while)
                (S
                  (NP (DT the) (NN conversation))
                  (VP
                    (VBD flowed)
                    (ADVP (RB mainly))
                    (IN among)
                    (NP
                      (NP (DT the) (NNS women))
                      (PP (IN in) (NP (DT both) (NNS languages))))))))))))))",my grandmother was voluble and merry but my grandfather would sit at one end of the table usually silent unless spoken to while the conversation flowed mainly among the women in both languages,S,"(S
  (S
    (NP (PRP$ my) (NN grandmother))
    (VP (VBD was) (ADJP (JJ voluble) (CC and) (JJ merry)))))",my grandmother was voluble and merry,S,"(S
  (S
    (NP (PRP$ my) (NN grandfather))
    (VP
      (MD would)
      (VP
        (VB sit)
        (PP
          (IN at)
          (NP
            (NP (CD one) (NN end))
            (PP (IN of) (NP (DT the) (NN table)))))
        (ADJP (RB usually) (JJ silent))
        (SBAR
          (IN unless)
          (S
            (VP
              (VBN spoken)
              (PP (IN to))
              (SBAR
                (IN while)
                (S
                  (NP (DT the) (NN conversation))
                  (VP
                    (VBD flowed)
                    (ADVP (RB mainly))
                    (IN among)
                    (NP
                      (NP (DT the) (NNS women))
                      (PP (IN in) (NP (DT both) (NNS languages))))))))))))))",my grandfather would sit at one end of the table usually silent unless spoken to while the conversation flowed mainly among the women in both languages,S,(CC but),but,my grandmother was voluble and merry but my grandfather would sit at one end of the table usually silent unless spoken to while the conversation flowed mainly among the women in both languages,S,S,S,True,True,True,False,False,0.9660724401473999,-0.7471891641616821,-0.9726139903068542,,[0.8855 0.507  0.595 ],0.8855,0.507,0.595,[0.54911111 0.30333333 0.41855556],0.5491111111111111,0.3033333333333333,0.4185555555555555,0.9980885301560711,0.4310107164031087
(NP (DT the) (NN listener) (CC or) (NN spectator)),the listener or spectator,NP,(NN (NN listener)),listener,NN,(NN (NN spectator)),spectator,NN,(CC or),or,he was not so much sunk in the silence of the listener or spectator as he was withdrawn elsewhere,N,N,N,True,True,False,True,True,0.9932423233985901,-0.675632894039154,0.9422619938850403,0.2287503182888031,[0.667 0.375 0.403],0.667,0.375,0.403,[0.694 0.56  0.667],0.694,0.56,0.667,0.9778020276748597,0.32349652239243626
"(VP
  (VP
    (VB balance)
    (NP
      (NP (DT the) (JJ thin) (JJ wide) (NN piece))
      (PP (IN of) (NP (NN slabwood)))
      (PP (IN on) (NP (DT the) (VBG splitting) (NN block)))))
  (CC and)
  (VP
    (PP
      (IN with)
      (NP
        (NP (JJ precise) (NNS strokes))
        (PP (IN of) (NP (PRP$ his) (NN ax)))))
    (VP
      (VB reduce)
      (NP (PRP it))
      (PP
        (PP
          (IN to)
          (NP
            (NP (DT a) (JJ few) (NNS pieces))
            (PP (IN of) (NP (NN cookstove) (NN size)))))
        (S
          (VP
            (VBG tossing)
            (NP (PRP them))
            (PP
              (IN into)
              (NP
                (NP (DT a) (NN pile))
                (PP (IN at) (NP (CD one) (NN side)))))))))))",balance the thin wide piece of slabwood on the splitting block and with precise strokes of his ax reduce it to a few pieces of cookstove size tossing them into a pile at one side,VP,"(VP
  (VP
    (VB balance)
    (NP
      (NP (DT the) (JJ thin) (JJ wide) (NN piece))
      (PP (IN of) (NP (NN slabwood)))
      (PP (IN on) (NP (DT the) (VBG splitting) (NN block))))))",balance the thin wide piece of slabwood on the splitting block,VP,"(VP
  (VP
    (PP
      (IN with)
      (NP
        (NP (JJ precise) (NNS strokes))
        (PP (IN of) (NP (PRP$ his) (NN ax)))))
    (VP
      (VB reduce)
      (NP (PRP it))
      (PP
        (PP
          (IN to)
          (NP
            (NP (DT a) (JJ few) (NNS pieces))
            (PP (IN of) (NP (NN cookstove) (NN size)))))
        (S
          (VP
            (VBG tossing)
            (NP (PRP them))
            (PP
              (IN into)
              (NP
                (NP (DT a) (NN pile))
                (PP (IN at) (NP (CD one) (NN side)))))))))))",with precise strokes of his ax reduce it to a few pieces of cookstove size tossing them into a pile at one side,VP,(CC and),and,he would balance the thin wide piece of slabwood on the splitting block and with precise strokes of his ax reduce it to a few pieces of cookstove size tossing them into a pile at one side,V,V,V,True,True,False,False,False,0.9915574789047241,0.8440856337547302,-0.9079576730728149,,[0.474      0.35116667 0.45116667],0.47400000000000003,0.3511666666666667,0.45116666666666666,[0.50416667 0.31633333 0.49633333],0.5041666666666668,0.31633333333333336,0.49633333333333335,0.9972906304512141,0.06452454313411814
"(S
  (S
    (NP (DT a) (NN smile))
    (VP (VBD cracked) (PP (IN across) (NP (PRP$ his) (NN face)))))
  (CC and)
  (S
    (NP (EX there))
    (VP
      (VBD was)
      (NP
        (NP (NP (DT a) (NN pattern)) (PP (IN of) (NP (NNS lines))))
        (VP
          (VBN etched)
          (ADVP (RB there))
          (SBAR
            (S
              (NP (PRP i))
              (VP
                (VBD had)
                (ADVP (RB never))
                (VP (VBN seen) (ADVP (RB before)))))))))))",a smile cracked across his face and there was a pattern of lines etched there i had never seen before,S,"(S
  (S
    (NP (DT a) (NN smile))
    (VP (VBD cracked) (PP (IN across) (NP (PRP$ his) (NN face))))))",a smile cracked across his face,S,"(S
  (S
    (NP (EX there))
    (VP
      (VBD was)
      (NP
        (NP (NP (DT a) (NN pattern)) (PP (IN of) (NP (NNS lines))))
        (VP
          (VBN etched)
          (ADVP (RB there))
          (SBAR
            (S
              (NP (PRP i))
              (VP
                (VBD had)
                (ADVP (RB never))
                (VP (VBN seen) (ADVP (RB before)))))))))))",there was a pattern of lines etched there i had never seen before,S,(CC and),and,a smile cracked across his face and there was a pattern of lines etched there i had never seen before,S,S,S,True,True,True,False,False,0.9940974712371826,0.6793379783630371,-0.9981157779693604,,[0.567      0.43033333 0.433     ],0.5670000000000001,0.4303333333333333,0.433,[0.5105 0.3695 0.497 ],0.5105,0.3695,0.497,0.9924822855476774,0.10482816627435802
"(VP
  (VP
    (VBD reached)
    (PP
      (IN for)
      (NP (NP (DT a) (NN bushel) (NN basket)) (ADVP (RB nearby))))
    (VP
      (VBD picked)
      (PRT (RP up))
      (NP (DT a) (JJ few) (NN kindling) (NNS chips))
      (PP
        (IN from)
        (NP
          (NP (DT the) (NN ground))
          (PP (IN around) (NP (DT the) (VBG splitting) (NN block)))))))
  (CC and)
  (VP
    (VBD motioned)
    (NP (PRP me))
    (S (VP (TO to) (VP (VB take) (PRT (RP over)))))))",reached for a bushel basket nearby picked up a few kindling chips from the ground around the splitting block and motioned me to take over,VP,"(VP
  (VP
    (VBD reached)
    (PP
      (IN for)
      (NP (NP (DT a) (NN bushel) (NN basket)) (ADVP (RB nearby))))
    (VP
      (VBD picked)
      (PRT (RP up))
      (NP (DT a) (JJ few) (NN kindling) (NNS chips))
      (PP
        (IN from)
        (NP
          (NP (DT the) (NN ground))
          (PP (IN around) (NP (DT the) (VBG splitting) (NN block))))))))",reached for a bushel basket nearby picked up a few kindling chips from the ground around the splitting block,VP,"(VP
  (VP
    (VBD motioned)
    (NP (PRP me))
    (S (VP (TO to) (VP (VB take) (PRT (RP over)))))))",motioned me to take over,VP,(CC and),and,then he reached for a bushel basket nearby picked up a few kindling chips from the ground around the splitting block and motioned me to take over,V,V,V,True,True,False,False,False,-0.9860808849334717,0.6138023138046265,0.8835105895996094,,[0.42957143 0.43914286 0.45342857],0.4295714285714286,0.43914285714285717,0.45342857142857146,[0.828 0.537 0.348],0.828,0.537,0.348,0.9378017684188866,0.4235994931680689
"(VP
  (VP
    (VB carry)
    (PRT (RP in))
    (NP (DT the) (VBN split) (NN wood))
    (PP (IN for) (NP (DT the) (NN stove))))
  (CC and)
  (VP
    (VB stack)
    (NP (PRP it))
    (PP (IN against) (NP (DT the) (NN wall)))))",carry in the split wood for the stove and stack it against the wall,VP,"(VP
  (VP
    (VB carry)
    (PRT (RP in))
    (NP (DT the) (VBN split) (NN wood))
    (PP (IN for) (NP (DT the) (NN stove)))))",carry in the split wood for the stove,VP,"(VP
  (VP
    (VB stack)
    (NP (PRP it))
    (PP (IN against) (NP (DT the) (NN wall)))))",stack it against the wall,VP,(CC and),and,after i had filled the kindling box in the basement i helped him carry in the split wood for the stove and stack it against the wall,V,V,V,True,True,False,False,False,0.9918431639671326,0.9998950958251953,-0.8501129746437073,,[0.48475 0.39275 0.422  ],0.48474999999999996,0.39275,0.422,[0.4435 0.266  0.468 ],0.4435,0.266,0.46799999999999997,0.9840320803246083,0.14100753525964485
(VP (VBD cracked) (CC and) (VBD rasped)),cracked and rasped,VP,(VBD (VBD cracked)),cracked,VBD,(VBD (VBD rasped)),rasped,VBD,(CC and),and,i felt a hand on my shoulder his voice cracked and rasped,V,V,V,True,True,False,False,False,-0.9911706447601318,-0.9992671608924866,-0.9539101123809814,0.2802521586418152,[0.224 0.52  0.228],0.224,0.52,0.228,[nan nan nan],,,,,
